episode,loss
2,0.07404211908578873
2,0.3281533420085907
2,0.07722336798906326
2,0.05313302204012871
2,0.06966476142406464
2,0.04947973042726517
2,0.048841364681720734
2,0.04928382486104965
2,0.06852325052022934
2,0.0681905522942543
2,0.06802298128604889
2,0.06765582412481308
2,0.06729777902364731
2,0.08157394081354141
2,0.0806514248251915
2,0.04296637326478958
2,0.08056654781103134
2,0.07050382345914841
2,0.07913436740636826
2,0.07840761542320251
2,0.059737611562013626
2,0.05372073873877525
2,0.0681912750005722
2,0.05956828594207764
2,0.043006595224142075
2,0.06819605082273483
2,0.0676170215010643
2,0.06621655076742172
2,0.06415538489818573
2,0.05394480377435684
2,0.03829863294959068
2,0.07761732488870621
2,0.04088432714343071
2,0.07988400012254715
2,0.04860718920826912
2,0.07026633620262146
2,0.04175043851137161
2,0.04119381308555603
2,0.037696272134780884
2,0.02707025408744812
3,0.07614877074956894
3,0.06826942414045334
3,0.02110235206782818
3,0.04033767804503441
3,0.05772421881556511
3,0.023157285526394844
3,0.07347074896097183
3,0.037232156842947006
3,0.034685831516981125
3,0.020167207345366478
3,0.011280961334705353
3,0.01150787528604269
3,0.03992096707224846
3,0.05420653149485588
3,0.07391660660505295
3,0.06903380155563354
3,0.058544691652059555
3,0.01626931130886078
3,0.034341391175985336
3,0.05785555765032768
3,0.033481892198324203
3,0.03807920962572098
3,0.03802323341369629
3,0.024510858580470085
3,0.03357458859682083
3,0.03696204349398613
3,0.04313136637210846
3,0.027670396491885185
3,0.024772606790065765
3,0.02444732002913952
3,0.03334328532218933
3,0.035672444850206375
3,0.07348553836345673
3,0.030809585005044937
3,0.03818922117352486
3,0.03391018509864807
3,0.038123056292533875
3,0.02794707752764225
3,0.028790509328246117
3,0.01548566110432148
3,0.04091944172978401
3,0.02404455654323101
3,0.016456259414553642
3,0.03402270749211311
3,0.034089598804712296
3,0.019143814221024513
3,0.010354061610996723
3,0.014648078940808773
3,0.0414169542491436
3,0.02092011086642742
3,0.025978613644838333
3,0.011128531768918037
