episode,loss
32,6.024834632873535
33,5.980412483215332
34,5.606793403625488
35,5.2118401527404785
36,5.9276509284973145
37,5.236844539642334
38,5.376791954040527
39,4.96725606918335
40,4.645333766937256
41,4.555853366851807
42,4.264937400817871
43,4.568360805511475
44,3.8876354694366455
45,4.131247520446777
46,3.522977113723755
47,3.782020330429077
48,2.7819864749908447
49,2.9518306255340576
50,3.7110259532928467
51,3.4408414363861084
52,2.3363208770751953
53,4.328315258026123
54,1.7536176443099976
55,4.206948280334473
56,2.162353992462158
57,5.4809041023254395
58,1.911333441734314
59,7.001351833343506
60,3.806108236312866
61,11.333561897277832
62,2.962071418762207
63,11.936263084411621
64,4.120755672454834
65,11.877060890197754
66,2.53368878364563
67,12.377211570739746
68,3.6359641551971436
69,14.452728271484375
70,3.0044496059417725
71,16.089263916015625
72,7.676030158996582
73,14.799789428710938
74,3.942007064819336
75,17.390302658081055
76,4.7591071128845215
77,19.12981605529785
78,5.334074020385742
79,20.768428802490234
80,4.44705867767334
81,22.954797744750977
82,5.5890679359436035
83,26.363012313842773
84,4.341114521026611
85,28.006549835205078
86,6.10213041305542
87,28.683568954467773
88,6.921939373016357
89,32.88319778442383
90,7.3624162673950195
91,36.2067756652832
92,7.107244968414307
93,35.83778762817383
94,7.088242530822754
95,38.923927307128906
96,5.661962032318115
97,34.37325668334961
98,13.753779411315918
99,39.950809478759766
100,6.3382439613342285
101,43.902679443359375
102,5.84433650970459
103,47.70289993286133
104,7.422952175140381
105,42.92940902709961
106,13.136685371398926
107,46.606258392333984
108,9.890390396118164
109,47.1045036315918
110,9.717750549316406
111,49.26816940307617
112,9.167067527770996
113,57.695777893066406
114,8.012812614440918
115,63.7777214050293
116,5.559459686279297
117,64.2243881225586
118,9.785476684570312
119,65.2176513671875
120,8.368940353393555
121,62.96059799194336
122,15.861490249633789
123,71.06401824951172
124,7.117376804351807
125,76.69490814208984
126,8.293785095214844
127,82.13392639160156
128,9.734589576721191
129,92.4240493774414
130,11.894184112548828
131,102.99763488769531
132,11.503437995910645
133,103.42436981201172
134,13.714009284973145
135,101.79159545898438
136,22.963226318359375
137,114.3242416381836
138,8.976603507995605
139,125.2319107055664
140,17.495080947875977
141,142.5281982421875
142,16.74225616455078
143,151.1253662109375
144,19.851999282836914
145,167.5238800048828
146,16.868059158325195
147,178.39088439941406
148,25.272607803344727
149,198.48814392089844
150,16.552534103393555
151,206.98411560058594
152,34.87720489501953
153,231.0408172607422
154,23.85927391052246
155,245.978759765625
156,19.95492935180664
157,260.4203186035156
158,30.055267333984375
159,306.6986389160156
160,28.862125396728516
161,318.95318603515625
162,39.74190139770508
163,391.8314514160156
164,54.3095703125
165,444.68218994140625
166,76.94583892822266
167,537.3222045898438
168,103.5692138671875
169,626.4365234375
170,111.6267318725586
171,726.7897338867188
172,149.8878936767578
173,822.8914184570312
174,203.9385986328125
175,1023.7250366210938
176,341.11456298828125
177,1188.0333251953125
178,396.27288818359375
179,1327.5966796875
180,498.333251953125
181,1556.8956298828125
182,603.0570678710938
183,1769.6800537109375
184,757.6701049804688
185,2099.027099609375
186,973.8684692382812
187,2283.05224609375
188,1113.1160888671875
189,2626.544677734375
190,1345.9639892578125
191,2885.49609375
192,1565.8353271484375
193,3010.856689453125
194,1574.5462646484375
195,3186.82470703125
196,1716.6766357421875
197,3491.077880859375
198,2028.8914794921875
199,3994.8828125
