episode,reward
32,6.7175438596491235
33,6.7175438596491235
34,6.7175438596491235
35,6.7175438596491235
36,6.7175438596491235
37,10.076315789473686
38,6.7175438596491235
39,6.7175438596491235
40,6.7175438596491235
41,6.7175438596491235
42,6.7175438596491235
43,10.076315789473686
44,6.7175438596491235
45,6.7175438596491235
46,6.7175438596491235
47,10.076315789473686
48,6.7175438596491235
49,6.7175438596491235
50,6.7175438596491235
51,6.7175438596491235
52,10.076315789473686
53,6.7175438596491235
54,6.7175438596491235
55,6.7175438596491235
56,6.7175438596491235
57,6.7175438596491235
58,6.7175438596491235
59,6.7175438596491235
60,6.7175438596491235
61,6.7175438596491235
62,10.076315789473686
63,6.7175438596491235
64,10.076315789473686
65,6.7175438596491235
66,6.7175438596491235
67,6.7175438596491235
68,10.076315789473686
69,6.7175438596491235
70,6.7175438596491235
71,6.7175438596491235
72,6.7175438596491235
73,6.7175438596491235
74,6.7175438596491235
75,10.076315789473686
76,6.7175438596491235
77,6.7175438596491235
78,6.7175438596491235
79,6.7175438596491235
80,6.7175438596491235
81,6.7175438596491235
82,6.7175438596491235
83,6.7175438596491235
84,6.7175438596491235
85,6.7175438596491235
86,6.7175438596491235
87,6.7175438596491235
88,6.7175438596491235
89,6.7175438596491235
90,6.7175438596491235
91,6.7175438596491235
92,6.7175438596491235
93,6.7175438596491235
94,10.076315789473686
95,6.7175438596491235
96,10.076315789473686
97,10.076315789473686
98,10.076315789473686
99,6.7175438596491235
100,6.7175438596491235
101,6.7175438596491235
102,6.7175438596491235
103,6.7175438596491235
104,6.7175438596491235
105,6.7175438596491235
106,6.7175438596491235
107,6.7175438596491235
108,6.7175438596491235
109,6.7175438596491235
110,6.7175438596491235
111,6.7175438596491235
112,6.7175438596491235
113,6.7175438596491235
114,6.7175438596491235
115,6.7175438596491235
116,6.7175438596491235
117,10.076315789473686
118,6.7175438596491235
119,10.076315789473686
120,6.7175438596491235
121,10.076315789473686
122,6.7175438596491235
123,10.076315789473686
124,6.7175438596491235
125,6.7175438596491235
126,10.076315789473686
127,10.076315789473686
128,6.7175438596491235
129,6.7175438596491235
130,10.076315789473686
131,6.7175438596491235
132,10.076315789473686
133,10.076315789473686
134,6.7175438596491235
135,6.7175438596491235
136,10.076315789473686
137,6.7175438596491235
138,10.076315789473686
139,6.7175438596491235
140,6.7175438596491235
141,6.7175438596491235
142,6.7175438596491235
143,6.7175438596491235
144,6.7175438596491235
145,6.7175438596491235
146,10.076315789473686
147,6.7175438596491235
148,6.7175438596491235
149,10.076315789473686
150,6.7175438596491235
151,6.7175438596491235
152,6.7175438596491235
153,6.7175438596491235
154,6.7175438596491235
155,10.076315789473686
156,6.7175438596491235
157,6.7175438596491235
158,6.7175438596491235
159,6.7175438596491235
160,6.7175438596491235
161,6.7175438596491235
162,6.7175438596491235
163,6.7175438596491235
164,6.7175438596491235
165,6.7175438596491235
166,6.7175438596491235
167,6.7175438596491235
168,6.7175438596491235
169,6.7175438596491235
170,10.076315789473686
171,6.7175438596491235
172,6.7175438596491235
173,6.7175438596491235
174,6.7175438596491235
175,6.7175438596491235
176,6.7175438596491235
177,6.7175438596491235
178,6.7175438596491235
179,6.7175438596491235
180,6.7175438596491235
181,6.7175438596491235
182,6.7175438596491235
183,6.7175438596491235
184,10.076315789473686
185,10.076315789473686
186,6.7175438596491235
187,10.076315789473686
188,6.7175438596491235
189,6.7175438596491235
190,6.7175438596491235
191,6.7175438596491235
192,6.7175438596491235
193,6.7175438596491235
194,6.7175438596491235
195,6.7175438596491235
196,6.7175438596491235
197,10.076315789473686
198,6.7175438596491235
199,6.7175438596491235
