episode,loss
2,0.07404211908578873
2,0.3281533420085907
2,0.07722336798906326
2,0.05313302204012871
2,0.06966476142406464
2,0.04947973042726517
2,0.048841364681720734
2,0.049283817410469055
2,0.06852325052022934
2,0.0681905522942543
2,0.05880642682313919
2,0.06779744476079941
2,0.06732579320669174
3,0.10256495326757431
3,0.099070243537426
3,0.060009874403476715
3,0.09830178320407867
3,0.10560635477304459
3,0.10515685379505157
3,0.10427339375019073
3,0.07839810103178024
3,0.056190501898527145
3,0.07561870664358139
3,0.07493936270475388
3,0.053379472345113754
3,0.08344527333974838
3,0.09907063096761703
3,0.08073941618204117
3,0.07046543806791306
3,0.04099424555897713
3,0.048551253974437714
3,0.0929444432258606
3,0.03729204460978508
3,0.06912913173437119
3,0.08054166287183762
3,0.04923027381300926
3,0.07118313759565353
3,0.021003631874918938
3,0.051580674946308136
3,0.06701388210058212
3,0.051507044583559036
3,0.008213318884372711
3,0.038615304976701736
3,0.04935946315526962
3,0.05491990968585014
3,0.028132721781730652
3,0.013320338912308216
3,0.02462279051542282
3,0.029738733544945717
3,0.043389469385147095
3,0.03427159786224365
3,0.04163157567381859
3,0.03983567655086517
3,0.04573069140315056
3,0.019518712535500526
3,0.025219479575753212
3,0.014667162671685219
3,0.03853350877761841
3,0.03397369384765625
3,0.02797352336347103
3,0.040801823139190674
3,0.02344946376979351
3,0.02949700318276882
3,0.021492568776011467
3,0.02060215175151825
3,0.039190519601106644
3,0.03018292784690857
3,0.012860258109867573
3,0.011831491254270077
3,0.02887205220758915
3,0.02948654070496559
3,0.017247840762138367
3,0.01258473563939333
3,0.03017806075513363
3,0.0191932525485754
3,0.018282249569892883
3,0.020009681582450867
3,0.026997024193406105
3,0.033168595284223557
3,0.000809504825156182
3,0.01917695812880993
3,0.018652629107236862
3,0.036867816001176834
3,0.02350004017353058
3,0.02034042403101921
3,0.021981671452522278
3,0.021293360739946365
3,0.028802860528230667
3,0.009731881320476532
4,0.017656264826655388
4,0.04197252541780472
4,0.020982330664992332
