episode,reward
0,1.887543859649131
0,1.5875438596491307
0,1.2875438596491304
0,0.9875438596491302
0,0.6875438596491302
0,0.3875438596491303
0,0.0875438596491303
1,6.7175438596491235
1,6.387543859649124
1,6.087543859649125
1,5.787543859649126
1,5.4875438596491275
1,9.017192982456146
1,8.687192982456148
1,8.387192982456149
1,8.08719298245615
1,7.787192982456151
1,7.457192982456152
1,7.127192982456153
1,6.827192982456154
1,6.527192982456155
1,6.227192982456156
1,5.927192982456157
1,5.627192982456158
1,5.297192982456159
1,4.99719298245616
1,4.667192982456161
1,4.367192982456162
1,4.067192982456163
1,3.7671929824561627
1,3.4371929824561622
1,3.137192982456162
1,2.8071929824561614
1,2.507192982456161
1,2.207192982456161
1,1.9071929824561606
1,1.6071929824561604
1,1.3071929824561601
1,1.0071929824561598
1,0.7071929824561599
1,0.40719298245616
1,0.10719298245615994
