episode,loss
2,0.07404211908578873
2,0.09005651623010635
2,0.07354128360748291
2,0.05119982361793518
2,0.0691194087266922
2,0.049051087349653244
2,0.04843767732381821
2,0.04801768809556961
2,0.06749764084815979
2,0.0671389102935791
2,0.029220929369330406
2,0.05775604397058487
2,0.05666465312242508
2,0.060880690813064575
2,0.07977527379989624
2,0.07010292261838913
2,0.05089152976870537
2,0.05010248348116875
2,0.0766373798251152
2,0.07588829100131989
2,0.04035148024559021
2,0.06479822844266891
2,0.0383954793214798
2,0.0567009411752224
2,0.05685310438275337
2,0.06686954200267792
2,0.06669981777667999
2,0.06495600193738937
2,0.06110036000609398
2,0.03693494200706482
2,0.07703619450330734
2,0.06005740165710449
2,0.04176570847630501
2,0.07886045426130295
2,0.08042671531438828
2,0.0733305960893631
2,0.05995858833193779
2,0.025989238172769547
2,0.04963502287864685
2,0.0482645183801651
2,0.04320573806762695
2,0.03322372958064079
2,0.03564970940351486
2,0.030777741223573685
2,0.04847126081585884
2,0.02368372492492199
2,0.060753580182790756
2,0.047503646463155746
2,0.07474153488874435
2,0.0780320093035698
3,0.0481574609875679
3,0.03648042306303978
3,0.04791238158941269
3,0.03886109218001366
3,0.021761441603302956
3,0.035429056733846664
3,0.037684470415115356
3,0.021224677562713623
3,0.006435623858124018
3,0.02288736216723919
3,0.057597286999225616
3,0.0656745657324791
3,0.04325199872255325
3,0.02754002809524536
3,0.01757887937128544
3,0.03873516619205475
3,0.03716558963060379
3,0.021620623767375946
3,0.03150593861937523
3,0.0393662303686142
3,0.038675226271152496
3,0.016125595197081566
3,0.03777819499373436
3,0.02852117083966732
3,0.02842971682548523
3,0.025220483541488647
3,0.032958000898361206
3,0.03455772623419762
3,0.02114037796854973
3,0.010121344588696957
3,0.01733754388988018
3,0.0361047089099884
3,0.04766310378909111
3,0.0512952022254467
3,0.0306827612221241
3,0.026008164510130882
3,0.026487085968255997
3,0.029180515557527542
3,0.030712759122252464
3,0.01727432571351528
3,0.018976453691720963
3,0.03489222750067711
3,0.0427708737552166
3,0.052194010466337204
3,0.05204519256949425
